customer_id,tenure_months,monthly_spend,usage_hours,inactive_days,support_tickets,payment_failures,plan_changes,feedback_score,usage_trend,spend_trend,churned,avg_interaction_score,total_interactions,favorite_category
1503,31,51.47,68.6,41,3,2,1,1.2,-1.82,1.61,1,3.4,5,OTT Bundle
1504,58,53.42,102.6,29,1,0,0,1.15,0.34,0.85,0,2.1666666666666665,12,Data Pack
1505,61,60.0,138.1,14,3,1,1,2.98,0.26,0.57,0,1.8333333333333333,6,Voice Plan
1506,24,80.71,54.6,69,1,2,1,1.86,0.78,2.75,1,2.2857142857142856,7,Data Pack
1507,20,39.61,143.5,54,0,1,4,1.04,0.21,-0.73,1,2.5,4,OTT Bundle
1508,37,73.67,10.0,52,2,0,5,2.18,2.03,-0.75,1,2.3333333333333335,6,Roaming
1509,4,74.25,142.2,15,4,2,5,2.91,0.18,0.15,0,2.857142857142857,7,OTT Bundle
1510,20,74.14,75.2,33,5,1,3,2.58,0.99,1.52,0,2.909090909090909,11,Insurance
1511,60,45.48,99.9,26,2,1,0,1.54,-0.32,-0.94,0,2.0,4,Data Pack
1512,24,29.53,149.3,12,2,1,5,3.32,-0.91,1.75,0,2.2857142857142856,7,Data Pack
1513,50,70.07,140.1,26,0,0,4,3.84,0.72,-1.44,0,3.3,10,Insurance
1514,49,63.38,119.6,68,0,0,0,3.7,-0.09,-0.12,1,2.3333333333333335,9,Insurance
1515,51,78.08,163.6,30,3,0,2,2.58,0.83,0.17,0,2.7777777777777777,9,OTT Bundle
1516,36,47.39,43.5,2,3,3,3,1.55,0.35,-0.88,0,2.0,5,Data Pack
1517,66,73.68,129.2,29,2,0,4,3.0,-0.79,-0.62,0,3.111111111111111,9,Roaming
1518,34,78.98,84.4,20,1,1,1,4.56,1.07,0.8,0,2.8333333333333335,6,Insurance
1519,36,58.28,161.3,5,3,1,2,2.87,-0.87,1.44,0,3.0,6,OTT Bundle
1520,6,67.5,150.9,31,2,2,1,1.78,0.63,-2.11,1,2.5,6,Roaming
1521,39,66.88,152.6,41,3,3,5,1.37,1.28,0.18,1,3.4,5,OTT Bundle
1522,42,45.21,194.0,61,1,0,0,4.78,-0.38,-0.11,1,2.4615384615384617,13,Insurance
1523,58,69.56,170.7,31,3,3,2,3.97,1.16,0.11,0,3.3333333333333335,6,Insurance
1524,12,89.2,112.9,38,4,0,4,2.25,0.4,-0.32,1,3.0,5,Data Pack
1525,3,60.4,119.9,63,2,1,1,2.18,0.85,-1.29,1,2.75,4,Data Pack
1526,18,33.7,147.0,29,1,1,5,4.58,-0.84,1.54,0,4.2,10,OTT Bundle
1527,40,47.63,126.1,62,1,1,1,1.71,0.21,1.16,1,2.5,8,Roaming
1528,21,27.97,151.7,30,0,3,0,3.14,-1.41,-0.1,1,3.5,8,OTT Bundle
1529,15,83.22,19.6,39,3,0,0,3.85,1.71,-0.49,0,3.5454545454545454,11,Roaming
1530,26,73.75,204.6,32,5,1,5,2.59,-2.01,-0.61,1,4.428571428571429,7,Data Pack
1531,8,50.98,122.7,62,3,2,3,1.16,-0.35,-2.59,1,2.875,8,OTT Bundle
1532,42,34.47,47.0,24,0,3,5,1.91,-0.93,0.35,0,3.0,8,Insurance
1533,44,45.0,78.9,35,0,2,3,4.61,0.67,0.78,0,3.5555555555555554,9,Voice Plan
1534,14,48.51,24.2,23,3,0,5,3.09,1.92,0.14,0,3.4285714285714284,7,Data Pack
1535,2,61.97,70.9,57,2,0,5,4.26,0.65,-0.09,1,2.3333333333333335,6,OTT Bundle
1536,37,61.36,113.6,38,0,0,0,3.22,2.96,0.13,0,3.0,7,Insurance
1537,69,84.15,188.2,45,1,0,3,4.77,-1.38,-0.85,1,2.2222222222222223,9,Data Pack
1538,38,47.53,138.5,9,1,2,5,4.64,-1.3,-0.5,0,4.333333333333333,6,OTT Bundle
1539,41,32.85,130.5,31,3,1,1,2.93,-0.89,-0.17,1,3.1818181818181817,11,Data Pack
1540,62,39.17,68.9,35,5,0,0,2.27,0.12,0.7,0,2.6666666666666665,6,Roaming
1541,60,59.59,82.9,27,3,0,2,3.41,-1.03,1.38,0,2.1666666666666665,6,Voice Plan
1542,14,46.88,86.4,15,3,2,0,3.7,-0.75,-0.23,0,3.75,4,OTT Bundle
1543,2,54.74,88.2,15,1,1,5,2.99,0.62,-1.04,0,3.4285714285714284,14,Roaming
1544,70,51.83,104.2,17,1,1,4,4.29,-1.24,0.04,0,2.8333333333333335,6,OTT Bundle
1545,17,77.82,107.6,7,2,1,4,1.73,-1.13,2.01,0,3.0,7,Data Pack
1546,28,49.43,104.7,69,1,1,0,2.34,-0.4,-0.96,1,3.4285714285714284,7,OTT Bundle
1547,66,53.21,89.8,0,2,1,2,3.75,-0.3,0.89,0,2.875,8,Insurance
1548,35,72.91,126.1,61,2,1,0,1.99,1.01,1.34,1,2.7777777777777777,9,OTT Bundle
1549,5,49.83,105.9,37,1,0,2,2.76,-0.9,-0.36,1,2.5714285714285716,7,Data Pack
1550,65,67.62,48.2,44,5,1,5,4.85,-0.72,-0.7,1,4.5,4,Voice Plan
1551,40,65.97,121.5,57,1,0,1,3.5,0.58,0.57,1,3.4166666666666665,12,Insurance
1552,56,62.55,114.7,0,1,0,1,4.8,0.8,0.35,0,3.125,8,Roaming
1553,36,39.58,48.9,31,4,1,2,3.89,1.43,0.69,0,3.2222222222222223,9,Data Pack
1554,45,82.14,93.4,7,1,0,3,3.9,0.47,2.07,0,3.5555555555555554,9,Insurance
1555,23,99.97,146.9,39,0,3,1,3.37,0.13,0.17,1,2.0,5,Data Pack
1556,47,60.16,68.9,55,1,1,4,1.57,0.58,-1.19,1,3.0,9,Voice Plan
1557,31,41.17,64.1,62,3,1,0,3.08,-0.27,0.07,1,2.6666666666666665,12,Voice Plan
1558,11,60.52,105.4,35,5,0,5,2.01,-0.27,0.24,1,3.5,10,Voice Plan
1559,10,77.82,148.0,56,5,0,3,4.99,-1.77,1.27,1,2.888888888888889,9,Data Pack
1560,67,48.93,201.5,44,2,0,4,2.07,0.89,-0.2,1,3.7142857142857144,7,Insurance
1561,14,57.68,149.7,1,4,2,0,1.92,0.21,-0.41,0,3.125,8,Data Pack
1562,10,66.13,168.8,67,1,2,4,3.5,0.78,-1.37,1,3.090909090909091,11,Insurance
1563,1,81.65,135.6,49,3,1,3,3.04,-2.82,0.55,1,3.0,13,Voice Plan
1564,5,73.96,89.2,28,3,1,2,1.09,-0.05,3.35,0,2.75,4,Roaming
1565,20,74.7,149.3,9,2,2,0,1.52,-0.86,-0.22,0,2.8333333333333335,6,Insurance
1566,8,52.33,116.1,26,2,0,4,4.24,1.5,0.45,0,3.3333333333333335,12,OTT Bundle
1567,43,67.23,137.0,14,1,0,5,2.93,0.61,-0.55,0,2.3636363636363638,11,Insurance
1568,1,47.0,77.4,59,4,0,5,1.58,0.23,-1.28,1,2.8181818181818183,11,Insurance
1569,57,75.22,141.0,30,3,1,4,2.86,-0.43,0.43,0,3.1,10,Data Pack
1570,64,80.72,114.6,20,1,0,3,2.01,0.4,0.03,0,2.5714285714285716,7,Data Pack
1571,28,69.96,130.4,59,2,1,3,1.89,-0.93,-2.39,1,3.4285714285714284,7,Voice Plan
1572,37,53.39,116.2,57,1,1,5,4.83,-0.1,1.61,1,3.3636363636363638,11,OTT Bundle
1573,47,56.33,107.5,40,1,0,5,2.45,-0.58,0.42,1,2.6,5,Data Pack
1574,37,92.52,141.8,45,0,0,3,1.19,2.27,0.07,0,2.7142857142857144,7,Data Pack
1575,49,53.69,101.7,44,2,2,2,4.88,1.47,-0.42,1,3.111111111111111,9,OTT Bundle
1576,44,78.9,48.5,25,1,1,1,4.18,1.06,0.41,0,2.857142857142857,7,Data Pack
1577,56,66.1,35.7,50,1,0,4,2.02,-1.49,0.45,1,3.375,8,Insurance
1578,28,53.99,128.3,35,0,1,2,2.64,0.86,0.4,0,2.6666666666666665,6,Insurance
1579,6,35.8,99.9,51,1,0,4,4.45,0.19,1.07,1,3.0,13,Voice Plan
1580,61,63.81,42.2,50,0,1,5,2.43,1.22,1.3,1,3.6666666666666665,9,OTT Bundle
1581,20,61.64,124.8,2,3,1,2,3.27,0.32,2.01,0,3.375,8,Roaming
1582,2,92.52,115.8,13,2,1,5,3.14,-0.01,-0.84,0,2.2,5,Roaming
1583,37,44.52,97.5,48,0,1,5,2.61,0.23,-0.57,1,2.8,10,OTT Bundle
1584,20,101.31,131.1,0,1,1,5,3.56,-1.81,0.36,0,3.0,3,Data Pack
1585,26,66.82,179.2,56,2,2,0,2.89,-0.77,-0.78,1,2.7777777777777777,9,Data Pack
1586,29,66.8,177.8,16,2,0,1,1.08,0.37,-0.62,0,1.8333333333333333,6,Data Pack
1587,1,49.32,126.5,49,2,1,5,4.26,1.14,0.48,1,2.142857142857143,7,Roaming
1588,35,65.66,116.2,13,5,1,4,1.45,-0.55,0.9,0,3.6,10,Roaming
1589,70,68.51,127.1,58,3,2,3,2.86,-0.04,1.28,1,2.888888888888889,9,Voice Plan
1590,59,76.87,133.9,2,3,1,1,3.32,-1.6,-0.19,0,3.142857142857143,7,Insurance
1591,69,42.39,107.9,39,5,0,4,3.82,1.46,0.46,0,2.9,10,Insurance
1592,33,85.32,127.9,65,1,0,0,2.64,1.11,0.24,1,2.6666666666666665,6,Voice Plan
1593,51,66.51,49.2,33,0,2,5,3.94,0.65,0.02,0,3.125,8,Data Pack
1594,12,70.95,123.7,8,0,1,4,1.53,0.41,-0.82,0,3.375,8,Voice Plan
1595,20,56.02,141.5,20,6,0,4,3.61,1.55,-0.94,0,1.8333333333333333,6,Data Pack
1596,53,43.29,98.0,24,1,0,4,4.31,-0.81,0.67,0,2.9,10,Data Pack
1597,43,61.31,115.7,43,1,2,1,4.56,-0.91,-0.83,1,2.6,10,Voice Plan
1598,50,63.37,70.0,24,2,0,5,3.32,1.06,-1.78,0,3.1666666666666665,12,Roaming
1599,29,35.06,63.7,8,2,0,4,2.25,0.99,-0.03,0,3.5454545454545454,11,Voice Plan
1600,57,74.28,129.5,61,2,1,3,1.65,-1.19,1.46,1,3.125,16,Data Pack
1601,39,77.94,87.2,25,3,2,5,2.38,-0.53,-2.79,1,2.5555555555555554,9,Roaming
1602,56,46.87,40.0,56,3,1,2,3.16,1.69,-0.29,1,3.2,10,Voice Plan
1603,43,41.59,70.0,36,1,1,3,1.79,0.41,0.68,0,3.5,6,OTT Bundle
1604,50,54.55,76.5,15,1,3,0,4.81,0.79,-1.82,0,2.125,8,OTT Bundle
1605,23,60.43,154.9,36,3,1,1,4.59,-1.16,-0.21,1,3.1666666666666665,6,Voice Plan
1606,44,55.24,128.1,23,1,0,2,1.13,0.66,-1.14,0,3.0,7,Data Pack
1607,38,58.9,80.8,25,1,0,1,3.25,-1.42,-1.01,0,2.875,8,Data Pack
1608,23,63.99,93.6,19,2,3,1,4.16,-1.98,-0.4,0,3.0,7,Roaming
1609,45,35.37,179.0,8,4,3,4,1.98,0.73,-1.12,0,3.2,10,Voice Plan
1610,52,37.44,162.1,28,2,0,3,3.1,1.43,-1.21,0,3.2,5,OTT Bundle
1611,50,20.0,69.7,30,0,1,2,2.62,-0.25,-0.06,0,2.6,5,Roaming
1612,8,76.97,172.4,18,4,3,4,1.79,-0.55,2.23,0,2.9166666666666665,12,Insurance
1613,1,60.27,116.4,19,4,0,2,3.46,1.71,0.76,0,3.3333333333333335,9,Insurance
1614,8,78.86,156.0,26,2,0,5,4.97,-0.19,1.01,0,3.2222222222222223,9,OTT Bundle
1615,29,39.52,112.7,43,1,0,5,2.46,-0.07,0.8,1,3.0,8,OTT Bundle
1616,5,60.44,173.4,34,6,0,3,3.21,1.69,-0.7,0,2.909090909090909,11,Insurance
1617,47,63.87,67.8,21,3,2,4,2.31,-0.35,0.31,0,3.0,14,Data Pack
1618,34,49.89,108.5,14,0,0,2,4.51,-0.65,1.1,0,2.8461538461538463,13,Roaming
1619,65,32.04,174.7,12,2,2,5,4.46,0.82,0.83,0,3.6363636363636362,11,Data Pack
1620,55,91.43,12.3,3,2,0,4,1.72,-0.71,0.19,0,3.375,8,Voice Plan
1621,43,85.19,117.9,55,2,1,1,4.6,-0.14,0.52,1,2.0,5,Insurance
1622,30,53.13,102.3,22,3,1,5,1.61,-1.32,2.46,0,2.6666666666666665,9,OTT Bundle
1623,17,69.18,150.8,33,3,1,0,1.38,0.19,0.84,0,4.0,6,Insurance
1624,26,51.27,168.1,16,1,2,2,3.61,0.07,-0.32,0,2.625,8,OTT Bundle
1625,8,42.08,152.9,27,3,1,5,2.54,0.97,-0.07,0,2.8,10,Insurance
1626,47,92.89,130.8,13,1,1,3,3.12,0.86,-1.05,0,2.5,6,Data Pack
1627,46,30.2,121.8,33,3,2,2,3.61,0.55,2.35,0,2.4444444444444446,9,Data Pack
1628,68,54.86,104.6,56,1,0,0,1.21,0.39,1.6,1,2.3636363636363638,11,Data Pack
1629,33,61.52,129.4,54,0,3,2,2.17,-0.07,0.08,1,2.0,6,Insurance
1630,1,89.72,185.7,65,3,0,2,2.84,0.61,2.18,1,2.909090909090909,11,OTT Bundle
1631,19,76.14,82.6,36,1,1,5,2.07,-1.11,0.63,1,3.1666666666666665,12,OTT Bundle
1632,31,29.9,101.9,67,5,1,2,1.2,-2.35,-0.43,1,2.857142857142857,7,Insurance
1633,14,59.95,116.6,25,0,1,3,1.35,1.16,0.91,0,2.7142857142857144,7,Insurance
1634,53,60.38,165.0,60,3,0,0,4.21,0.67,0.4,1,3.3846153846153846,13,Insurance
1635,48,55.89,130.0,66,3,1,5,4.65,-0.13,0.84,1,3.6666666666666665,6,Insurance
1636,69,71.16,164.3,51,2,1,0,1.61,1.07,-1.37,1,2.25,8,Insurance
1637,62,34.64,166.5,17,2,0,3,2.0,-0.73,-0.81,0,2.8333333333333335,6,Data Pack
1638,66,52.64,146.6,52,2,0,2,3.61,-0.71,1.49,1,2.25,8,OTT Bundle
1639,64,68.62,72.1,62,2,4,2,4.82,-0.84,1.69,1,3.6,5,Insurance
1640,70,72.23,194.7,52,1,0,5,2.2,0.57,1.42,1,2.75,8,Voice Plan
1641,63,62.69,183.6,26,1,0,0,4.42,-1.58,2.22,0,3.0,9,Data Pack
1642,33,54.81,122.9,30,4,4,2,3.02,-0.77,0.58,1,2.4285714285714284,7,Data Pack
1643,41,57.84,57.8,0,0,0,1,4.83,0.29,0.51,0,2.375,8,Roaming
1644,48,73.33,49.8,5,4,0,2,1.55,-1.2,-0.91,0,2.7777777777777777,9,OTT Bundle
1645,13,60.61,131.4,10,3,0,2,4.89,-0.66,-0.58,0,2.4444444444444446,9,Insurance
1646,31,41.25,88.4,33,1,0,4,2.76,-2.21,-1.99,1,3.3333333333333335,6,Insurance
1647,68,37.8,42.7,62,1,1,0,4.81,0.61,-0.32,1,2.5555555555555554,9,Data Pack
1648,4,33.19,48.9,52,4,0,0,2.83,-0.69,-2.06,1,2.6666666666666665,6,Data Pack
1649,19,86.2,98.9,17,4,1,1,3.12,-1.1,1.08,0,3.0,4,Insurance
1650,70,74.53,128.8,20,2,3,1,4.22,-1.3,0.39,0,3.6666666666666665,6,Voice Plan
1651,13,58.08,183.3,18,0,0,1,3.89,-0.42,-2.03,0,3.2,5,Insurance
1652,23,51.83,141.8,3,0,1,0,3.48,-1.58,-0.19,0,2.6,10,Roaming
1653,1,49.67,102.8,28,0,1,4,2.67,1.94,1.97,0,3.8,5,OTT Bundle
1654,54,79.68,137.1,24,1,2,4,4.17,-2.38,-0.13,1,3.0,10,Insurance
1655,71,94.28,133.1,55,0,1,3,4.79,-0.45,-1.0,1,3.4166666666666665,12,Insurance
1656,15,49.1,153.3,62,1,0,0,1.04,0.11,-1.79,1,3.5714285714285716,7,Voice Plan
1657,65,80.49,118.2,26,3,2,3,3.35,-0.78,-1.76,1,2.4285714285714284,7,Insurance
1658,71,60.5,166.6,59,1,1,2,4.46,0.21,0.54,1,2.0,2,Data Pack
1659,15,56.18,157.1,48,3,0,1,3.61,-0.8,-0.43,1,3.0,11,Roaming
1660,21,87.08,123.7,64,2,0,3,4.2,1.53,-0.35,1,2.9411764705882355,17,Insurance
1661,19,59.82,114.6,37,4,0,5,4.58,-1.12,-0.43,1,3.111111111111111,9,Data Pack
1662,60,65.33,161.4,51,5,2,3,4.0,-2.35,-0.14,1,4.333333333333333,6,Roaming
1663,33,64.47,87.9,0,1,2,0,3.87,-1.3,-1.23,0,2.909090909090909,11,OTT Bundle
1664,49,30.74,52.2,39,2,1,1,4.86,0.39,0.32,1,2.6666666666666665,9,Roaming
1665,35,65.19,51.9,20,0,1,1,4.45,-0.12,-1.42,0,2.909090909090909,11,Voice Plan
1666,44,49.87,84.2,14,2,2,4,4.26,0.75,-0.76,0,2.625,8,Voice Plan
1667,11,34.42,149.7,49,0,0,3,1.35,0.5,1.01,1,2.888888888888889,9,Roaming
1668,66,50.69,101.0,47,2,2,4,1.96,-0.64,0.38,1,4.0,8,Roaming
1669,46,50.54,129.2,31,2,0,3,3.23,-0.49,0.69,0,2.6666666666666665,6,Voice Plan
1670,9,78.54,97.7,48,0,0,0,3.84,-0.39,2.15,1,3.2857142857142856,7,Voice Plan
1671,3,40.85,98.1,67,3,1,0,2.21,1.88,-0.06,1,3.4444444444444446,9,Data Pack
1672,26,45.78,73.9,44,2,1,2,1.37,0.69,0.02,1,3.5,8,Voice Plan
1673,48,64.24,115.9,31,1,0,3,2.24,1.89,-0.26,0,2.2222222222222223,9,Roaming
1674,66,36.14,112.1,3,3,0,3,4.08,0.84,-0.44,0,3.0,6,OTT Bundle
1675,70,48.14,138.6,64,0,1,1,4.51,-0.06,-1.01,1,2.75,8,Voice Plan
1676,28,30.04,132.9,64,4,3,1,4.65,-1.02,0.08,1,3.6666666666666665,3,Insurance
1677,26,76.56,111.1,17,1,1,4,2.52,0.2,0.36,0,3.0,10,Insurance
1678,25,54.58,52.2,53,0,3,2,2.49,-0.06,0.41,1,2.6,5,OTT Bundle
1679,12,59.71,168.2,46,5,3,0,2.63,-0.09,0.06,1,3.1818181818181817,11,Insurance
1680,5,76.49,116.2,5,5,1,3,2.5,-0.21,0.93,0,2.8333333333333335,6,Data Pack
1681,48,47.0,123.6,65,2,0,4,3.66,-2.05,0.03,1,3.0,10,OTT Bundle
1682,37,54.38,192.0,8,1,2,2,2.43,1.26,-0.41,0,1.4,5,OTT Bundle
1683,44,40.99,160.9,67,1,1,1,1.08,-0.05,-0.93,1,3.1666666666666665,6,OTT Bundle
1684,15,40.95,140.1,22,0,0,2,2.76,-1.41,-1.55,0,3.2142857142857144,14,Voice Plan
1685,43,43.43,119.9,42,2,3,4,1.9,0.48,1.46,1,2.5555555555555554,9,Roaming
1686,48,51.14,119.5,50,2,1,0,1.12,-0.86,-0.7,1,2.4,5,Data Pack
1687,70,53.07,130.8,24,1,0,1,2.88,0.56,-0.93,0,2.0,11,Data Pack
1688,46,65.2,138.3,34,1,0,5,1.82,0.88,-0.42,0,4.0,7,OTT Bundle
1689,43,43.96,197.0,16,2,1,1,2.81,1.02,-0.28,0,2.857142857142857,7,Data Pack
1690,21,65.75,231.3,17,2,0,0,2.11,-0.16,1.64,0,2.875,8,OTT Bundle
1691,23,68.73,133.1,26,0,4,1,3.41,-0.41,-0.33,0,3.125,8,Insurance
1692,47,51.58,23.1,14,0,0,4,4.96,-0.63,2.63,0,3.3,10,Roaming
1693,15,45.51,77.2,68,1,3,1,3.19,-0.72,0.06,1,3.125,8,Roaming
1694,25,61.53,201.5,14,1,0,3,3.59,-0.02,2.06,0,3.2222222222222223,9,Roaming
1695,36,56.35,152.3,41,1,1,2,4.68,-0.21,0.89,1,2.6,5,Data Pack
1696,51,63.97,139.2,33,1,3,4,2.5,-0.83,0.36,1,2.090909090909091,11,Insurance
1697,15,88.26,112.5,47,2,0,0,1.67,-1.14,1.58,1,2.5,2,Data Pack
1698,68,61.24,66.5,7,4,0,4,2.13,-0.11,1.12,0,3.1,10,Voice Plan
1699,21,48.49,195.5,9,1,1,3,2.61,-0.43,0.63,0,3.0,6,Insurance
1700,13,43.96,83.0,4,2,0,1,3.58,-1.14,2.32,0,3.2666666666666666,15,Data Pack
1701,19,44.66,152.8,47,4,0,1,1.02,0.83,-0.5,1,3.5,8,Data Pack
1702,34,33.67,61.5,25,1,0,5,4.41,1.77,-0.99,0,3.6666666666666665,6,Data Pack
1703,68,76.79,110.3,22,3,2,4,1.3,0.96,-0.68,0,3.3333333333333335,6,Data Pack
1704,52,20.0,164.7,61,0,3,1,4.6,-0.72,1.75,1,3.3636363636363638,11,OTT Bundle
1705,27,68.79,108.8,12,1,1,1,4.8,-0.05,1.45,0,2.2,5,Voice Plan
1706,29,44.37,103.4,8,3,2,3,4.96,1.54,-0.53,0,2.1666666666666665,6,OTT Bundle
1707,28,50.78,120.5,19,0,0,0,4.24,-1.17,-2.35,0,2.5555555555555554,9,Insurance
1708,35,43.84,59.9,56,1,0,5,1.57,0.78,-0.21,1,2.125,8,Voice Plan
1709,8,86.03,51.4,23,6,0,5,3.82,-1.45,-1.01,1,3.3333333333333335,12,Voice Plan
1710,16,60.29,152.1,32,2,0,5,1.81,1.68,-0.49,0,3.2,5,Data Pack
1711,36,74.23,101.0,19,1,1,2,4.59,-0.43,-1.05,0,2.4166666666666665,12,Data Pack
1712,30,83.41,151.8,59,3,0,4,2.27,2.23,-1.61,1,2.9166666666666665,12,Roaming
1713,18,62.94,170.3,47,2,2,0,2.31,1.73,1.88,0,3.3333333333333335,3,Roaming
1714,2,38.48,173.9,63,3,0,2,4.67,-0.11,-0.68,1,1.75,4,Voice Plan
1715,49,56.03,47.1,29,4,2,0,1.05,-0.72,1.41,0,3.4,10,Voice Plan
1716,4,46.64,88.6,16,1,3,4,1.78,0.19,-0.22,0,2.3333333333333335,9,OTT Bundle
1717,7,50.94,144.2,13,2,0,5,2.69,-0.18,-1.13,0,3.4,5,Insurance
1718,39,58.3,144.9,18,1,0,3,3.8,-0.4,0.51,0,3.0,6,Insurance
1719,13,57.59,221.2,58,1,0,3,3.59,-1.66,-0.39,1,2.3333333333333335,6,Data Pack
1720,31,67.42,79.2,66,1,0,3,3.68,-0.51,-0.21,1,3.4,5,OTT Bundle
1721,71,70.03,172.6,43,3,0,0,4.52,-1.11,0.14,1,2.5454545454545454,11,Roaming
1722,63,57.59,136.8,31,5,1,4,1.48,0.55,-0.81,0,3.2,10,Voice Plan
1723,56,67.26,46.2,10,2,0,1,3.09,0.99,-1.62,0,2.625,8,Data Pack
1724,42,50.11,95.3,1,3,1,1,3.9,0.74,-0.05,0,3.1,10,Data Pack
1725,61,83.67,131.8,67,1,1,3,3.54,0.34,0.96,1,2.7333333333333334,15,OTT Bundle
1726,42,49.82,43.3,16,2,3,0,2.79,-0.85,-0.9,0,3.6666666666666665,12,OTT Bundle
1727,56,81.55,26.7,39,2,1,1,1.07,0.21,0.15,1,2.8,10,OTT Bundle
1728,36,33.43,40.7,45,4,0,0,1.24,0.79,1.51,1,3.6666666666666665,6,OTT Bundle
1729,68,53.15,131.7,3,5,1,4,1.48,-0.59,-0.09,0,2.75,4,Roaming
1730,7,54.04,98.2,37,2,2,3,2.37,0.12,0.09,1,3.2222222222222223,9,Voice Plan
1731,54,65.02,92.1,62,4,0,2,1.47,-0.15,0.06,1,3.3636363636363638,11,Insurance
1732,1,75.51,93.6,28,2,1,3,2.7,1.66,-0.68,0,3.0,6,Data Pack
1733,44,37.51,55.9,18,0,0,2,1.71,0.85,-0.99,0,3.4,5,Insurance
1734,45,40.06,99.5,28,1,2,1,4.12,0.61,-0.99,0,3.0,6,Insurance
1735,47,34.77,38.1,34,4,1,5,4.49,-1.72,0.37,1,2.6363636363636362,11,Insurance
1736,13,83.76,173.4,69,2,1,2,2.56,0.17,0.76,1,2.5,10,Data Pack
1737,22,65.36,196.2,22,2,2,5,3.05,-0.16,0.81,0,3.125,8,Insurance
1738,21,40.48,15.3,45,3,1,0,4.81,-0.16,-0.38,1,3.0,12,Voice Plan
1739,9,52.02,98.9,43,5,0,5,3.14,-1.56,1.09,1,2.8181818181818183,11,Insurance
1740,26,81.27,101.8,47,1,1,2,4.98,-1.09,0.31,1,2.7,10,Voice Plan
1741,9,54.99,112.1,51,0,0,1,1.57,-0.07,0.07,1,2.6363636363636362,11,Data Pack
1742,15,53.93,165.1,7,0,3,1,4.45,1.11,-3.34,0,2.0,3,Insurance
1743,10,45.94,99.0,54,2,0,3,2.99,-0.59,-0.82,1,3.0,8,Roaming
1744,42,41.55,116.0,65,1,1,1,1.09,-0.4,-1.52,1,2.5,10,Voice Plan
1745,24,81.3,254.1,39,4,3,0,4.89,1.78,0.63,0,2.923076923076923,13,Roaming
1746,49,90.13,115.0,30,1,2,2,4.86,-0.3,0.1,0,3.6,5,Voice Plan
1747,26,42.27,199.5,47,0,1,4,2.53,-0.13,-1.07,1,3.75,16,OTT Bundle
1748,37,85.29,142.6,60,2,1,1,4.82,-0.12,0.3,1,3.75,8,Insurance
1749,68,51.23,95.1,51,2,0,5,1.56,-1.35,-1.42,1,3.857142857142857,7,Insurance
1750,50,69.61,87.6,37,0,1,2,3.72,0.57,-1.04,1,3.1818181818181817,11,Insurance
1751,24,85.38,119.7,35,5,0,3,1.77,-0.65,-0.71,1,3.1666666666666665,12,Voice Plan
1752,19,57.39,69.3,54,5,2,4,1.99,-0.03,0.54,1,2.8333333333333335,6,Voice Plan
1753,60,54.1,81.1,12,1,2,3,4.12,0.44,1.4,0,3.5,6,OTT Bundle
1754,39,74.42,101.0,36,3,0,0,2.51,1.94,-0.59,0,3.0,5,Voice Plan
1755,18,40.02,133.2,46,3,2,3,1.03,-1.32,1.32,1,2.888888888888889,9,OTT Bundle
1756,19,80.65,202.2,21,2,3,2,2.66,0.86,0.05,0,2.888888888888889,9,OTT Bundle
1757,36,62.57,98.2,38,3,1,4,1.91,0.87,0.24,0,2.6666666666666665,6,Insurance
1758,55,49.6,140.8,57,1,1,3,3.73,-0.64,-0.06,1,2.5,6,Voice Plan
1759,69,49.12,46.7,29,1,0,3,1.78,0.6,-0.2,0,3.375,8,Roaming
1760,47,35.1,167.7,17,1,1,5,4.37,1.64,0.44,0,3.2,10,Voice Plan
1761,49,50.35,42.5,17,4,0,5,2.07,-0.76,0.74,0,2.375,8,OTT Bundle
1762,33,55.25,155.9,38,1,0,0,2.57,0.24,-0.88,1,2.2,5,Data Pack
1763,21,40.9,116.4,25,0,0,2,2.19,0.4,-0.19,0,3.5454545454545454,11,Data Pack
1764,22,59.18,114.6,6,0,0,3,3.58,0.53,1.67,0,2.4545454545454546,11,OTT Bundle
1765,48,68.51,106.5,68,2,1,2,1.4,0.77,0.18,1,4.0,3,Data Pack
1766,37,56.16,61.4,64,2,2,1,2.91,0.17,0.29,1,2.2222222222222223,9,Data Pack
1767,15,71.93,63.8,45,1,2,0,2.34,0.51,1.17,1,3.4444444444444446,9,Insurance
1768,35,45.47,157.6,17,1,2,5,4.54,-0.91,-0.5,0,2.25,4,Data Pack
1769,71,78.06,120.5,12,2,2,0,1.29,0.16,-0.03,0,3.0,10,Voice Plan
1770,32,62.19,106.2,24,1,1,0,4.32,-0.48,0.82,0,3.1666666666666665,6,OTT Bundle
1771,11,87.81,140.0,7,1,3,2,1.67,-1.23,1.24,0,2.0,4,Data Pack
1772,10,103.46,124.6,31,1,2,5,1.35,-0.51,-2.37,1,3.6,10,OTT Bundle
1773,57,51.54,84.3,16,2,2,5,1.81,0.27,-0.74,0,3.0,13,Voice Plan
1774,25,52.28,230.7,47,1,1,3,1.41,0.44,-1.0,1,3.142857142857143,14,Data Pack
1775,2,55.57,153.3,62,2,0,3,3.08,-1.27,-0.12,1,2.6666666666666665,9,Data Pack
1776,64,70.72,125.7,39,1,0,2,4.95,-0.94,-0.92,1,3.2222222222222223,9,Insurance
